chrom,start,end,label
chr11,46334631,46335243,NO
chr11,106434792,106435404,NO
chr11,107199087,107199700,NO
chr11,49552020,49552634,NO
chr11,63996712,63997328,NO
chr11,54960195,54960812,NO
chr11,61065145,61065762,NO
chr11,89970941,89971558,NO
chr11,97053223,97053840,NO
chr11,68168098,68168718,NO
chr11,108961868,108962488,NO
chr11,103670358,103670979,NO
chr11,64923416,64924039,NO
chr11,79178284,79178908,NO
chr11,101409700,101410324,NO
chr11,118316203,118316827,NO
chr11,57770449,57771074,NO
chr11,62717300,62717925,NO
chr11,69283702,69284327,NO
chr11,107378464,107379089,NO
chr11,81429809,81430435,NO
chr11,4946093,4946721,NO
chr11,60590721,60591349,NO
chr11,110881235,110881863,NO
chr11,86632863,86633492,NO
chr11,116743704,116744333,NO
chr11,88015474,88016104,NO
chr11,113624772,113625402,NO
chr11,18813143,18813774,NO
chr11,71577114,71577745,NO
chr11,78791675,78792306,NO
chr11,101569761,101570392,NO
chr11,54015384,54016016,NO
chr11,84083186,84083819,NO
chr11,100477440,100478074,NO
chr11,120565782,120566416,NO
chr11,27975357,27975992,NO
chr11,31636572,31637208,NO
chr11,89036253,89036889,NO
chr11,95418237,95418873,NO
chr11,84166230,84166867,NO
chr11,59324891,59325529,NO
chr11,29922145,29922784,NO
chr11,75600497,75601136,NO
chr11,8654362,8655002,NO
chr11,57533044,57533685,NO
chr11,82476157,82476798,NO
chr11,5842858,5843500,NO
chr11,61175186,61175830,NO
chr11,39409994,39410640,NO
chr11,59627660,59628306,NO
chr11,63744050,63744696,NO
chr11,111993726,111994373,NO
chr11,99002752,99003400,NO
chr11,33303478,33304127,NO
chr11,70647215,70647864,NO
chr11,18925903,18926553,NO
chr11,78952026,78952677,NO
chr11,101188000,101188651,NO
chr11,102904102,102904753,NO
chr11,25337150,25337802,NO
chr11,59634882,59635535,NO
chr11,45873164,45873818,NO
chr11,54839706,54840360,NO
chr11,109221844,109222498,NO
chr11,118335167,118335821,NO
chr11,6968252,6968907,NO
chr11,112672363,112673018,NO
chr11,4708174,4708830,NO
chr11,40550744,40551400,NO
chr11,69600742,69601398,NO
chr11,73132007,73132663,NO
chr11,75649511,75650167,NO
chr11,82648830,82649486,NO
chr11,97638286,97638942,NO
chr11,112733878,112734534,NO
chr11,78906714,78907371,NO
chr11,109098906,109099563,NO
chr11,81645613,81646271,NO
chr11,89857107,89857767,NO
chr11,119798926,119799586,NO
chr11,8711466,8712127,NO
chr11,68592952,68593613,NO
chr11,55633916,55634578,NO
chr11,78605385,78606047,NO
chr11,114914158,114914820,NO
chr11,55717570,55718233,NO
chr11,63750062,63750725,NO
chr11,53124734,53125398,NO
chr11,3280302,3280968,NO
chr11,66779912,66780579,NO
chr11,79912177,79912844,NO
chr11,10998094,10998762,NO
chr11,103725479,103726147,NO
chr11,43195259,43195928,NO
chr11,63730165,63730834,NO
chr11,86514413,86515082,NO
chr11,26070500,26071170,NO
chr11,79140416,79141086,NO
chr11,6678542,6679214,NO
chr11,97430331,97431003,NO
chr11,45855246,45855919,NO
chr11,72408756,72409429,NO
chr11,88347803,88348477,NO
chr11,88505823,88506497,NO
chr11,97288778,97289452,NO
chr11,107274396,107275072,NO
chr11,108930779,108931455,NO
chr11,116984599,116985275,NO
chr11,24173754,24174433,NO
chr11,76470901,76471580,NO
chr11,18378578,18379258,NO
chr11,29497080,29497760,NO
chr11,61391409,61392089,NO
chr11,120130992,120131673,NO
chr11,20040133,20040815,NO
chr11,79794068,79794750,NO
chr11,81254160,81254842,NO
chr11,117446723,117447405,NO
chr11,112058847,112059530,NO
chr11,4322910,4323594,NO
chr11,44617305,44617990,NO
chr11,76939663,76940348,NO
chr11,77950952,77951637,NO
chr11,86249348,86250034,NO
chr11,55498424,55499111,NO
chr11,53412833,53413523,NO
chr11,89481182,89481872,NO
chr11,3448861,3449554,NO
chr11,22463510,22464203,NO
chr11,71578539,71579232,NO
chr11,114553893,114554586,NO
chr11,34012732,34013426,NO
chr11,96236065,96236760,NO
chr11,98956058,98956754,NO
chr11,76615132,76615829,NO
chr11,101648677,101649374,NO
chr11,62242365,62243063,NO
chr11,117499319,117500017,NO
chr11,23701795,23702494,NO
chr11,72233742,72234441,NO
chr11,89103298,89103997,NO
chr11,98062871,98063570,NO
chr11,103796974,103797673,NO
chr11,52325062,52325764,NO
chr11,116832053,116832755,NO
chr11,106534247,106534950,NO
chr11,114552785,114553489,NO
chr11,39491838,39492543,NO
chr11,79990875,79991582,NO
chr11,98979131,98979838,NO
chr11,114734036,114734744,NO
chr11,115273428,115274136,NO
chr11,20388940,20389650,NO
chr11,100237096,100237806,NO
chr11,19844622,19845334,NO
chr11,49634157,49634872,NO
chr11,51087816,51088532,NO
chr11,107400201,107400918,NO
chr11,25893927,25894646,NO
chr11,13972110,13972830,NO
chr11,44574708,44575428,NO
chr11,117736789,117737509,NO
chr11,3372424,3373146,NO
chr11,30142716,30143438,NO
chr11,62993450,62994172,NO
chr11,118412770,118413495,NO
chr11,45833629,45834355,NO
chr11,7431700,7432427,NO
chr11,91067661,91068389,NO
chr11,117405736,117406464,NO
chr11,34330896,34331627,NO
chr11,110943952,110944683,NO
chr11,112820696,112821428,NO
chr11,98983965,98984698,NO
chr11,106409592,106410325,NO
chr11,19711293,19712027,NO
chr11,25373648,25374382,NO
chr11,113450041,113450775,NO
chr11,101340360,101341095,NO
chr11,119533166,119533902,NO
chr11,23282631,23283368,NO
chr11,67959847,67960584,NO
chr11,18393101,18393840,NO
chr11,96712000,96712739,NO
chr11,50204715,50205455,NO
chr11,88340034,88340774,NO
chr11,18271096,18271837,NO
chr11,72215100,72215841,NO
chr11,86809492,86810234,NO
chr11,77739673,77740416,NO
chr11,106975028,106975772,NO
chr11,5640939,5641684,NO
chr11,47453763,47454508,NO
chr11,7323309,7324055,NO
chr11,68214124,68214871,NO
chr11,106585419,106586166,NO
chr11,95565293,95566043,NO
chr11,63081292,63082043,NO
chr11,101095150,101095901,NO
chr11,33079703,33080456,NO
chr11,79066770,79067524,NO
chr11,110642907,110643661,NO
chr11,90252735,90253490,NO
chr11,116272666,116273421,NO
chr11,61367036,61367792,NO
chr11,52508943,52509700,NO
chr11,48510506,48511264,NO
chr11,120640963,120641722,NO
chr11,34552164,34552925,NO
chr11,117526275,117527036,NO
chr11,71255887,71256649,NO
chr11,88396586,88397348,NO
chr11,110904378,110905140,NO
chr11,76100634,76101397,NO
chr11,86222896,86223659,NO
chr11,18973935,18974699,NO
chr11,35452368,35453132,NO
chr11,95975203,95975967,NO
chr11,119256568,119257332,NO
chr11,120712708,120713477,NO
chr11,35601744,35602514,NO
chr11,51451223,51451993,NO
chr11,63770441,63771211,NO
chr11,101344888,101345658,NO
chr11,114181348,114182119,NO
chr11,74534022,74534794,NO
chr11,120666726,120667498,NO
chr11,4590101,4590874,NO
chr11,19747677,19748452,NO
chr11,36844987,36845762,NO
chr11,66420006,66420782,NO
chr11,120687588,120688365,NO
chr11,111704928,111705706,NO
chr11,11804778,11805558,NO
chr11,63084335,63085117,NO
chr11,63902863,63903645,NO
chr11,117327996,117328778,NO
chr11,19885123,19885907,NO
chr11,81093332,81094117,NO
chr11,17621918,17622706,NO
chr11,8047598,8048387,NO
chr11,108971005,108971795,NO
chr11,114432664,114433454,NO
chr11,54672906,54673698,NO
chr11,16244885,16245678,NO
chr11,87229354,87230148,NO
chr11,72099189,72099984,NO
chr11,20064751,20065547,NO
chr11,5223929,5224726,NO
chr11,101168796,101169594,NO
chr11,96588597,96589396,NO
chr11,107372036,107372836,NO
chr11,53073880,53074682,NO
chr11,102440468,102441271,NO
chr11,33478635,33479439,NO
chr11,96593846,96594650,NO
chr11,16507769,16508575,NO
chr11,35301286,35302092,NO
chr11,79459701,79460509,NO
chr11,118471119,118471928,NO
chr11,60061905,60062715,NO
chr11,81426380,81427190,NO
chr11,20127345,20128159,NO
chr11,107070946,107071761,NO
chr11,62168511,62169327,NO
chr11,102400803,102401620,NO
chr11,43399014,43399833,NO
chr11,83895046,83895865,NO
chr11,30076998,30077819,NO
chr11,68161396,68162217,NO
chr11,109337038,109337860,NO
chr11,69377638,69378461,NO
chr11,77747614,77748437,NO
chr11,119017283,119018106,NO
chr11,22836141,22836969,NO
chr11,97486767,97487595,NO
chr11,46068574,46069403,NO
chr11,82475311,82476140,NO
chr11,95459172,95460001,NO
chr11,79449351,79450181,NO
chr11,100860347,100861177,NO
chr11,21888161,21888992,NO
chr11,88192116,88192947,NO
chr11,117299594,117300428,NO
chr11,83308912,83309748,NO
chr11,26243189,26244026,NO
chr11,22643566,22644405,NO
chr11,60650172,60651011,NO
chr11,10237561,10238401,NO
chr11,34215057,34215897,NO
chr11,74423296,74424137,NO
chr11,107213765,107214607,NO
chr11,62028380,62029223,NO
chr11,4394817,4395661,NO
chr11,60994880,60995724,NO
chr11,62686433,62687279,NO
chr11,7434490,7435339,NO
chr11,114932095,114932945,NO
chr11,17783133,17783987,NO
chr11,22751215,22752069,NO
chr11,83589398,83590252,NO
chr11,53613200,53614055,NO
chr11,45869977,45870833,NO
chr11,6080658,6081517,NO
chr11,49552962,49553822,NO
chr11,52153369,52154229,NO
chr11,83166211,83167071,NO
chr11,98159879,98160740,NO
chr11,95878892,95879756,NO
chr11,34394473,34395338,NO
chr11,96051354,96052219,NO
chr11,4201976,4202842,NO
chr11,4364096,4364962,NO
chr11,20038359,20039226,NO
chr11,77486774,77487641,NO
chr11,116288007,116288874,NO
chr11,79240862,79241731,NO
chr11,49619440,49620311,NO
chr11,92312416,92313288,NO
chr11,98653131,98654005,NO
chr11,4605024,4605900,NO
chr11,79951075,79951952,NO
chr11,88531991,88532870,NO
chr11,62307997,62308877,NO
chr11,55759898,55760779,NO
chr11,4702859,4703742,NO
chr11,63163458,63164343,NO
chr11,77269246,77270131,NO
chr11,86254045,86254930,NO
chr11,88723433,88724318,NO
chr11,19817749,19818637,NO
chr11,116447490,116448378,NO
chr11,11840934,11841825,NO
chr11,22520717,22521608,NO
chr11,77761276,77762167,NO
chr11,113243765,113244658,NO
chr11,117462204,117463098,NO
chr11,55137204,55138099,NO
chr11,63765989,63766885,NO
chr11,16398485,16399382,NO
chr11,11842375,11843277,NO
chr11,77493335,77494239,NO
chr11,60236311,60237216,NO
chr11,53149235,53150141,NO
chr11,41639527,41640434,NO
chr11,63346803,63347711,NO
chr11,76133039,76133947,NO
chr11,62351245,62352154,NO
chr11,9951228,9952144,NO
chr11,68207220,68208136,NO
chr11,78481904,78482820,NO
chr11,101543044,101543963,NO
chr11,77551818,77552740,NO
chr11,6794815,6795739,NO
chr11,120028881,120029808,NO
chr11,26003517,26004446,NO
chr11,55770551,55771481,NO
chr11,112731618,112732548,NO
chr11,80331701,80332634,NO
chr11,88928843,88929776,NO
chr11,32734808,32735743,NO
chr11,53015654,53016589,NO
chr11,60736253,60737190,NO
chr11,76075882,76076819,NO
chr11,20782535,20783475,NO
chr11,27699608,27700553,NO
chr11,72389805,72390750,NO
chr11,85053314,85054262,NO
chr11,108285157,108286105,NO
chr11,116861171,116862119,NO
chr11,20220314,20221264,NO
chr11,83787680,83788630,NO
chr11,67158838,67159789,NO
chr11,79949380,79950333,NO
chr11,20130713,20131667,NO
chr11,97084622,97085578,NO
chr11,85713512,85714469,NO
chr11,49472327,49473285,NO
chr11,101442692,101443650,NO
chr11,45699114,45700076,NO
chr11,76296474,76297438,NO
chr11,24530192,24531159,NO
chr11,44559944,44560920,NO
chr11,44580468,44581446,NO
chr11,53953397,53954377,NO
chr11,79565715,79566699,NO
chr11,104461680,104462667,NO
chr11,96641262,96642250,NO
chr11,78060890,78061883,NO
chr11,4543384,4544389,NO
chr11,80702553,80703558,NO
chr11,86782407,86783412,NO
chr11,52633771,52634777,NO
chr11,3192678,3193686,NO
chr11,63711454,63712467,NO
chr11,79238865,79239880,NO
chr11,96657200,96658220,NO
chr11,31645375,31646396,NO
chr11,4145800,4146822,NO
chr11,94024080,94025105,NO
chr11,102973458,102974493,NO
chr11,8622791,8623827,NO
chr11,95172573,95173610,NO
chr11,86648079,86649131,NO
chr11,5938677,5939733,NO
chr11,23553331,23554389,NO
chr11,88882173,88883238,NO
chr11,22848652,22849721,NO
chr11,30391383,30392452,NO
chr11,76164456,76165525,NO
chr11,84090126,84091196,NO
chr11,32041542,32042615,NO
chr11,116290428,116291508,NO
chr11,88550957,88552040,NO
chr11,22729808,22730894,NO
chr11,45928196,45929292,NO
chr11,57783743,57784849,NO
chr11,95824256,95825370,NO
chr11,95482496,95483627,NO
chr11,97918685,97919816,NO
chr11,95841647,95842789,NO
chr11,4705918,4707065,NO
chr11,106583770,106584923,NO
chr11,87840915,87842069,NO
chr11,11781313,11782478,NO
chr11,19886384,19887569,NO
chr11,112700852,112702057,NO
chr11,19646965,19648196,NO
chr11,29613852,29615104,NO
chr11,101646379,101647652,NO
chr11,113570971,113572300,NO
chr11,117180985,117182314,NO
chr11,101556819,101558192,NO
chr11,88829276,88830722,NO
chr11,100394982,100396447,NO
chr11,69394651,69396118,NO
chr11,30649440,30650959,NO
chr11,17753059,17754628,NO
chr11,102680774,102682365,NO
chr11,109219729,109221337,NO
chr11,41922874,41924504,NO
chr11,60817307,60818945,NO
chr11,8534669,8536345,NO
chr11,79945260,79947297,NO
chr12,84919818,84919876,NO
chr12,85370074,85370293,NO
chr12,107706433,107706710,NO
chr12,75226668,75226977,NO
chr12,39505938,39506266,NO
chr12,3124055,3124385,NO
chr12,12588638,12588979,NO
chr12,42052445,42052789,NO
chr12,17246101,17246447,NO
chr12,100850480,100850833,NO
chr12,107414086,107414450,NO
chr12,84908032,84908400,NO
chr12,83377621,83377990,NO
chr12,30411838,30412212,NO
chr12,11048601,11048978,NO
chr12,33905288,33905671,NO
chr12,113795531,113795915,NO
chr12,41524452,41524839,NO
chr12,42830787,42831174,NO
chr12,28074285,28074676,NO
chr12,80129129,80129520,NO
chr12,83503624,83504019,NO
chr12,33882228,33882626,NO
chr12,44313321,44313721,NO
chr12,33368270,33368673,NO
chr12,15462705,15463109,NO
chr12,17206930,17207343,NO
chr12,73151910,73152323,NO
chr12,87293780,87294193,NO
chr12,89844318,89844731,NO
chr12,14202344,14202759,NO
chr12,64569842,64570257,NO
chr12,100637715,100638133,NO
chr12,120476393,120476813,NO
chr12,83426587,83427013,NO
chr12,48230867,48231294,NO
chr12,81959183,81959611,NO
chr12,45653281,45653710,NO
chr12,50881710,50882141,NO
chr12,59776369,59776801,NO
chr12,106577389,106577824,NO
chr12,15859425,15859863,NO
chr12,106200196,106200634,NO
chr12,55082569,55083010,NO
chr12,10500662,10501104,NO
chr12,106117788,106118232,NO
chr12,86694990,86695439,NO
chr12,26468151,26468603,NO
chr12,49391186,49391640,NO
chr12,54779027,54779489,NO
chr12,32853894,32854358,NO
chr12,100600128,100600593,NO
chr12,9285524,9285990,NO
chr12,40394177,40394643,NO
chr12,30801009,30801482,NO
chr12,60606926,60607399,NO
chr12,66211916,66212394,NO
chr12,78891845,78892325,NO
chr12,27996686,27997169,NO
chr12,91083658,91084145,NO
chr12,67128506,67128996,NO
chr12,70265691,70266182,NO
chr12,105500955,105501446,NO
chr12,85542980,85543473,NO
chr12,111098608,111099103,NO
chr12,27762094,27762590,NO
chr12,58951724,58952220,NO
chr12,60405494,60405992,NO
chr12,85981457,85981955,NO
chr12,97855311,97855809,NO
chr12,33509420,33509920,NO
chr12,101995486,101995986,NO
chr12,105691084,105691584,NO
chr12,111587862,111588362,NO
chr12,53972990,53973492,NO
chr12,74423133,74423637,NO
chr12,4161793,4162299,NO
chr12,80906403,80906909,NO
chr12,30756287,30756798,NO
chr12,105485657,105486168,NO
chr12,81325143,81325657,NO
chr12,118186483,118186997,NO
chr12,60813813,60814329,NO
chr12,107250243,107250762,NO
chr12,12731779,12732301,NO
chr12,56640048,56640573,NO
chr12,5224547,5225073,NO
chr12,15456222,15456748,NO
chr12,51871093,51871619,NO
chr12,118898887,118899416,NO
chr12,32292963,32293494,NO
chr12,41711176,41711707,NO
chr12,82903888,82904419,NO
chr12,88654068,88654599,NO
chr12,55621327,55621861,NO
chr12,71650442,71650979,NO
chr12,41005727,41006267,NO
chr12,90149132,90149673,NO
chr12,46600747,46601289,NO
chr12,16015946,16016489,NO
chr12,29344279,29344824,NO
chr12,13799729,13800275,NO
chr12,15833685,15834231,NO
chr12,53874976,53875523,NO
chr12,66215743,66216292,NO
chr12,3689313,3689863,NO
chr12,72131274,72131824,NO
chr12,31777393,31777944,NO
chr12,55200341,55200892,NO
chr12,85828668,85829221,NO
chr12,75423006,75423561,NO
chr12,77507266,77507821,NO
chr12,111992407,111992962,NO
chr12,77599726,77600284,NO
chr12,58572532,58573092,NO
chr12,8504710,8505271,NO
chr12,36623240,36623802,NO
chr12,86482085,86482647,NO
chr12,101958877,101959439,NO
chr12,27227041,27227604,NO
chr12,81067386,81067949,NO
chr12,73154610,73155174,NO
chr12,74772562,74773127,NO
chr12,78305808,78306373,NO
chr12,44326804,44327372,NO
chr12,100537142,100537711,NO
chr12,109097749,109098320,NO
chr12,101310937,101311510,NO
chr12,73788517,73789092,NO
chr12,85349930,85350505,NO
chr12,104019990,104020566,NO
chr12,80242228,80242806,NO
chr12,101016353,101016931,NO
chr12,118266863,118267441,NO
chr12,44305370,44305949,NO
chr12,107595955,107596534,NO
chr12,48264831,48265411,NO
chr12,57622076,57622656,NO
chr12,64584994,64585575,NO
chr12,21165618,21166202,NO
chr12,41896545,41897132,NO
chr12,21494331,21494921,NO
chr12,34167598,34168188,NO
chr12,72450923,72451513,NO
chr12,4407945,4408537,NO
chr12,110197323,110197916,NO
chr12,31892371,31892965,NO
chr12,73766180,73766775,NO
chr12,28005427,28006023,NO
chr12,117879132,117879729,NO
chr12,94055034,94055633,NO
chr12,38380573,38381177,NO
chr12,17745169,17745775,NO
chr12,74405284,74405891,NO
chr12,14095729,14096338,NO
chr12,41779429,41780038,NO
chr12,71811945,71812554,NO
chr12,109555330,109555939,NO
chr12,26581180,26581790,NO
chr12,106337518,106338128,NO
chr12,78019790,78020401,NO
chr12,107377959,107378570,NO
chr12,27767267,27767881,NO
chr12,103997082,103997697,NO
chr12,67220428,67221044,NO
chr12,33949885,33950502,NO
chr12,112559218,112559835,NO
chr12,120156176,120156793,NO
chr12,60608347,60608969,NO
chr12,73846203,73846825,NO
chr12,81386816,81387438,NO
chr12,81317266,81317889,NO
chr12,101789886,101790509,NO
chr12,41986095,41986719,NO
chr12,42113948,42114572,NO
chr12,81945027,81945651,NO
chr12,4099300,4099925,NO
chr12,85959743,85960368,NO
chr12,53383981,53384608,NO
chr12,72577152,72577779,NO
chr12,88208273,88208900,NO
chr12,111119260,111119888,NO
chr12,21424419,21425048,NO
chr12,81317975,81318604,NO
chr12,55203340,55203974,NO
chr12,81213799,81214433,NO
chr12,83610416,83611050,NO
chr12,88624567,88625201,NO
chr12,46934183,46934818,NO
chr12,83098387,83099026,NO
chr12,72576251,72576892,NO
chr12,81124101,81124742,NO
chr12,52821210,52821852,NO
chr12,27173078,27173721,NO
chr12,56574184,56574829,NO
chr12,73834977,73835623,NO
chr12,17639871,17640518,NO
chr12,3728553,3729203,NO
chr12,30624985,30625635,NO
chr12,32521051,32521702,NO
chr12,34029546,34030197,NO
chr12,39510759,39511410,NO
chr12,33814046,33814698,NO
chr12,77172756,77173408,NO
chr12,101874962,101875614,NO
chr12,73752237,73752890,NO
chr12,53192336,53192990,NO
chr12,77648651,77649305,NO
chr12,81728249,81728905,NO
chr12,85395735,85396391,NO
chr12,86961855,86962511,NO
chr12,39821261,39821918,NO
chr12,118499402,118500059,NO
chr12,117820097,117820755,NO
chr12,40467323,40467984,NO
chr12,98641107,98641768,NO
chr12,63808163,63808827,NO
chr12,74820627,74821291,NO
chr12,112914198,112914863,NO
chr12,27767942,27768609,NO
chr12,100582304,100582971,NO
chr12,6602119,6602788,NO
chr12,17715921,17716596,NO
chr12,5074259,5074935,NO
chr12,105713088,105713766,NO
chr12,53496022,53496701,NO
chr12,102256843,102257522,NO
chr12,31907308,31907988,NO
chr12,112908378,112909058,NO
chr12,67768716,67769398,NO
chr12,112966190,112966872,NO
chr12,36962823,36963506,NO
chr12,106323963,106324646,NO
chr12,71919269,71919955,NO
chr12,55279101,55279790,NO
chr12,55261005,55261697,NO
chr12,16033225,16033919,NO
chr12,4513562,4514258,NO
chr12,77484962,77485658,NO
chr12,73921745,73922444,NO
chr12,87094107,87094807,NO
chr12,4358575,4359276,NO
chr12,103968465,103969168,NO
chr12,77315659,77316364,NO
chr12,27749714,27750420,NO
chr12,21356119,21356826,NO
chr12,25680233,25680941,NO
chr12,58199859,58200568,NO
chr12,64129027,64129736,NO
chr12,83294278,83294988,NO
chr12,12896579,12897292,NO
chr12,52622379,52623096,NO
chr12,72394625,72395342,NO
chr12,118473471,118474188,NO
chr12,103752762,103753480,NO
chr12,117645942,117646660,NO
chr12,46723733,46724453,NO
chr12,54568300,54569021,NO
chr12,81939585,81940306,NO
chr12,34904776,34905498,NO
chr12,25409023,25409746,NO
chr12,62723989,62724712,NO
chr12,100581389,100582113,NO
chr12,72549838,72550563,NO
chr12,53046078,53046806,NO
chr12,77174808,77175537,NO
chr12,55990473,55991203,NO
chr12,92996893,92997624,NO
chr12,25201048,25201780,NO
chr12,41008058,41008791,NO
chr12,79013785,79014520,NO
chr12,84965013,84965748,NO
chr12,106314574,106315309,NO
chr12,16484104,16484840,NO
chr12,70831225,70831963,NO
chr12,81324220,81324960,NO
chr12,25753489,25754230,NO
chr12,76765083,76765824,NO
chr12,82022144,82022886,NO
chr12,33720309,33721052,NO
chr12,56727163,56727906,NO
chr12,67692530,67693273,NO
chr12,103100376,103101120,NO
chr12,75990065,75990810,NO
chr12,59574288,59575037,NO
chr12,29502073,29502826,NO
chr12,33957735,33958489,NO
chr12,52772170,52772924,NO
chr12,72289922,72290676,NO
chr12,118411553,118412310,NO
chr12,101773267,101774026,NO
chr12,12882069,12882829,NO
chr12,73060152,73060913,NO
chr12,3738674,3739441,NO
chr12,12989653,12990420,NO
chr12,106905526,106906293,NO
chr12,35730495,35731263,NO
chr12,15821175,15821944,NO
chr12,101575664,101576434,NO
chr12,66305552,66306324,NO
chr12,112845971,112846743,NO
chr12,95198729,95199502,NO
chr12,55325769,55326544,NO
chr12,54575348,54576125,NO
chr12,38500296,38501074,NO
chr12,100599161,100599939,NO
chr12,109950463,109951244,NO
chr12,107684901,107685685,NO
chr12,42112966,42113752,NO
chr12,59652118,59652904,NO
chr12,107413203,107413989,NO
chr12,72633728,72634518,NO
chr12,88111676,88112468,NO
chr12,46715501,46716294,NO
chr12,21173373,21174167,NO
chr12,3662473,3663268,NO
chr12,72449243,72450042,NO
chr12,118478702,118479502,NO
chr12,77649973,77650778,NO
chr12,100468030,100468835,NO
chr12,105671262,105672068,NO
chr12,87290412,87291219,NO
chr12,55147656,55148465,NO
chr12,88629878,88630687,NO
chr12,101772035,101772846,NO
chr12,12183991,12184803,NO
chr12,76620783,76621596,NO
chr12,83712471,83713286,NO
chr12,102234372,102235188,NO
chr12,25678190,25679007,NO
chr12,78065948,78066766,NO
chr12,12826439,12827258,NO
chr12,36326990,36327809,NO
chr12,27835638,27836463,NO
chr12,118922421,118923246,NO
chr12,70928819,70929645,NO
chr12,106497185,106498014,NO
chr12,113514717,113515546,NO
chr12,57621203,57622035,NO
chr12,12885874,12886709,NO
chr12,80136089,80136928,NO
chr12,66694441,66695281,NO
chr12,82917569,82918409,NO
chr12,85965769,85966609,NO
chr12,80952599,80953440,NO
chr12,120004634,120005476,NO
chr12,81217459,81218304,NO
chr12,106001813,106002660,NO
chr12,109972471,109973321,NO
chr12,40614812,40615665,NO
chr12,88142876,88143730,NO
chr12,72561427,72562282,NO
chr12,12993924,12994780,NO
chr12,54163782,54164641,NO
chr12,80097445,80098307,NO
chr12,78002323,78003190,NO
chr12,29481621,29482492,NO
chr12,118285924,118286804,NO
chr12,100580033,100580918,NO
chr12,73954920,73955806,NO
chr12,88164828,88165719,NO
chr12,57034112,57035006,NO
chr12,81212072,81212968,NO
chr12,52958949,52959846,NO
chr12,42285518,42286416,NO
chr12,114353069,114353967,NO
chr12,80726500,80727400,NO
chr12,84910600,84911501,NO
chr12,12916267,12917170,NO
chr12,45020987,45021894,NO
chr12,29780554,29781465,NO
chr12,21468349,21469263,NO
chr12,119897694,119898609,NO
chr12,111940531,111941453,NO
chr12,119758180,119759102,NO
chr12,84896687,84897611,NO
chr12,56486653,56487586,NO
chr12,12834861,12835796,NO
chr12,45593504,45594440,NO
chr12,88658653,88659590,NO
chr12,81372409,81373349,NO
chr12,112075298,112076240,NO
chr12,107464899,107465845,NO
chr12,85551682,85552631,NO
chr12,3889637,3890588,NO
chr12,41563296,41564249,NO
chr12,106325276,106326230,NO
chr12,4563582,4564537,NO
chr12,92821598,92822554,NO
chr12,111925879,111926840,NO
chr12,25809313,25810275,NO
chr12,87528956,87529928,NO
chr12,34111976,34112967,NO
chr12,66528978,66529972,NO
chr12,62710618,62711621,NO
chr12,73750537,73751554,NO
chr12,100650446,100651473,NO
chr12,55211610,55212640,NO
chr12,110767147,110768196,NO
chr12,109558474,109559524,NO
chr12,41721837,41722891,NO
chr12,81110944,81112003,NO
chr12,100249059,100250122,NO
chr12,17280307,17281381,NO
chr12,60274134,60275214,NO
chr12,100537719,100538803,NO
chr12,111186191,111187278,NO
chr12,4904475,4905571,NO
chr12,102069641,102070748,NO
chr12,40724179,40725294,NO
chr12,106462467,106463587,NO
chr12,74186448,74187579,NO
chr12,106153843,106154974,NO
chr12,8947875,8949112,NO
chr12,72397386,72398663,NO
chr12,42827994,42829429,NO
chr12,88272118,88274195,NO
chr13,107923924,107923973,NO
chr13,81025875,81025976,NO
chr13,75505449,75505582,NO
chr13,64133061,64133377,NO
chr13,112645673,112645996,NO
chr13,75781457,75781788,NO
chr13,46356683,46357019,NO
chr13,35422834,35423176,NO
chr13,44486383,44486726,NO
chr13,86320163,86320506,NO
chr13,70214120,70214464,NO
chr13,98729295,98729646,NO
chr13,42775875,42776235,NO
chr13,26216281,26216647,NO
chr13,72634673,72635045,NO
chr13,62283511,62283884,NO
chr13,70420045,70420423,NO
chr13,14262365,14262748,NO
chr13,36189036,36189421,NO
chr13,108342291,108342677,NO
chr13,62790718,62791110,NO
chr13,91519571,91519965,NO
chr13,58869582,58869978,NO
chr13,105711658,105712054,NO
chr13,62345873,62346276,NO
chr13,102218051,102218454,NO
chr13,115083516,115083919,NO
chr13,80006813,80007218,NO
chr13,96102532,96102942,NO
chr13,11854174,11854585,NO
chr13,53044567,53044978,NO
chr13,91954071,91954485,NO
chr13,21054917,21055332,NO
chr13,84272116,84272534,NO
chr13,65018562,65018982,NO
chr13,31184215,31184637,NO
chr13,52317803,52318226,NO
chr13,5696471,5696896,NO
chr13,75505704,75506131,NO
chr13,95998779,95999210,NO
chr13,30455889,30456322,NO
chr13,41040834,41041267,NO
chr13,87147279,87147717,NO
chr13,109230133,109230571,NO
chr13,5979237,5979676,NO
chr13,96589903,96590342,NO
chr13,36241101,36241542,NO
chr13,82767745,82768188,NO
chr13,22933436,22933880,NO
chr13,25093318,25093762,NO
chr13,90315177,90315622,NO
chr13,82088060,82088507,NO
chr13,60272270,60272721,NO
chr13,51587061,51587514,NO
chr13,117195281,117195734,NO
chr13,109078976,109079434,NO
chr13,72464000,72464462,NO
chr13,14382253,14382717,NO
chr13,4079095,4079562,NO
chr13,36389444,36389912,NO
chr13,35831304,35831775,NO
chr13,57627202,57627679,NO
chr13,49500735,49501215,NO
chr13,89377229,89377710,NO
chr13,44217415,44217898,NO
chr13,25144469,25144958,NO
chr13,43933075,43933564,NO
chr13,103630037,103630526,NO
chr13,43122877,43123369,NO
chr13,101235074,101235566,NO
